date,county,city,pm25_ugm3,ozone_ppm,aqi,aqi_category,year,month
2021-09-14,San Bernardino,San Bernardino,9.9,0.056,93,Moderate,2021,9
2021-09-15,San Francisco,San Francisco,7.3,0.056,79,Moderate,2021,9
2021-09-16,Sonoma,Santa Rosa,18.5,0.041,70,Moderate,2021,9
2021-09-17,Fresno,Clovis,22.1,0.043,104,Unhealthy for Sensitive Groups,2021,9
2021-09-17,Sonoma,Santa Rosa,24.1,0.044,85,Moderate,2021,9
2021-09-22,Santa Clara,Santa Clara,28.9,0.076,113,Unhealthy for Sensitive Groups,2021,9
2021-09-22,Monterey,Monterey,5.7,0.071,52,Moderate,2021,9
2021-09-22,Santa Clara,Sunnyvale,24.2,0.069,92,Moderate,2021,9
2021-09-23,Sacramento,Sacramento,15.9,0.087,55,Moderate,2021,9
2021-09-23,San Bernardino,Ontario,12.8,0.066,115,Unhealthy for Sensitive Groups,2021,9
2021-09-24,Kern,Ridgecrest,20.1,0.074,112,Unhealthy for Sensitive Groups,2021,9
2021-09-25,Santa Clara,Sunnyvale,26.9,0.088,88,Moderate,2021,9
2021-09-26,Sacramento,Sacramento,18.0,0.075,87,Moderate,2021,9
2021-09-28,Alameda,Berkeley,13.4,0.065,56,Moderate,2021,9
2021-09-28,San Francisco,San Francisco,33.0,0.074,117,Unhealthy for Sensitive Groups,2021,9
2021-09-28,Kern,Bakersfield,6.9,0.067,99,Moderate,2021,9
2021-09-29,Napa,Napa,8.2,0.041,61,Moderate,2021,9
2021-10-02,Santa Clara,Santa Clara,53.4,0.022,126,Unhealthy for Sensitive Groups,2021,10
2021-10-04,Monterey,Salinas,35.1,0.024,97,Moderate,2021,10
2021-10-07,Alameda,Fremont,31.1,0.054,112,Unhealthy for Sensitive Groups,2021,10
2021-10-07,Riverside,Palm Springs,33.9,0.055,103,Unhealthy for Sensitive Groups,2021,10
2021-10-08,San Bernardino,San Bernardino,30.8,0.041,116,Unhealthy for Sensitive Groups,2021,10
2021-10-10,Marin,Mill Valley,37.5,0.051,117,Unhealthy for Sensitive Groups,2021,10
2021-10-11,San Francisco,San Francisco,38.2,0.036,120,Unhealthy for Sensitive Groups,2021,10
2021-10-12,Monterey,Monterey,11.2,0.039,53,Moderate,2021,10
2021-10-13,Fresno,Fresno,29.8,0.034,139,Unhealthy for Sensitive Groups,2021,10
2021-10-14,Fresno,Fresno,20.3,0.024,116,Unhealthy for Sensitive Groups,2021,10
2021-10-15,San Bernardino,San Bernardino,33.4,0.025,147,Unhealthy for Sensitive Groups,2021,10
2021-10-16,Fresno,Clovis,50.0,0.023,149,Unhealthy for Sensitive Groups,2021,10
2021-10-16,Santa Clara,Santa Clara,40.0,0.045,121,Unhealthy for Sensitive Groups,2021,10
2021-10-17,Santa Clara,San Jose,14.7,0.051,68,Moderate,2021,10
2021-10-18,Sacramento,Elk Grove,36.4,0.044,114,Unhealthy for Sensitive Groups,2021,10
2021-10-18,Fresno,Fresno,32.2,0.053,123,Unhealthy for Sensitive Groups,2021,10
2021-10-18,Napa,Napa,24.6,0.029,93,Moderate,2021,10
2021-10-18,Napa,Napa,10.9,0.041,54,Moderate,2021,10
2021-10-20,Riverside,Riverside,36.4,0.038,87,Moderate,2021,10
2021-10-21,San Francisco,San Francisco,36.6,0.022,101,Unhealthy for Sensitive Groups,2021,10
2021-10-21,Santa Clara,Santa Clara,13.2,0.038,53,Moderate,2021,10
2021-10-22,Los Angeles,Los Angeles,36.1,0.047,159,Unhealthy,2021,10
2021-10-22,Marin,Mill Valley,34.4,0.027,94,Moderate,2021,10
2021-10-23,Monterey,Salinas,15.5,0.045,88,Moderate,2021,10
2021-10-23,San Francisco,Daly City,25.3,0.033,71,Moderate,2021,10
2021-10-23,Sacramento,Sacramento,54.8,0.026,136,Unhealthy for Sensitive Groups,2021,10
2021-10-23,Sacramento,Sacramento,48.5,0.045,116,Unhealthy for Sensitive Groups,2021,10
2021-10-24,San Bernardino,Ontario,42.4,0.03,166,Unhealthy,2021,10
2021-10-25,Sonoma,Santa Rosa,39.2,0.049,108,Unhealthy for Sensitive Groups,2021,10
2021-10-26,Monterey,Salinas,8.7,0.048,80,Moderate,2021,10
2021-10-27,Monterey,Salinas,52.5,0.055,144,Unhealthy for Sensitive Groups,2021,10
2021-10-28,Kern,Bakersfield,25.0,0.05,113,Unhealthy for Sensitive Groups,2021,10
2021-10-28,San Francisco,Daly City,34.1,0.049,92,Moderate,2021,10
2021-10-28,Los Angeles,Pasadena,16.5,0.045,108,Unhealthy for Sensitive Groups,2021,10
2021-10-29,Riverside,Riverside,25.7,0.049,93,Moderate,2021,10
2021-10-29,San Diego,San Diego,18.7,0.028,84,Moderate,2021,10
2021-10-29,Napa,Napa,35.6,0.04,85,Moderate,2021,10
2021-11-01,Riverside,Palm Springs,35.4,0.05,88,Moderate,2021,11
2021-11-01,Napa,Napa,31.2,0.043,81,Moderate,2021,11
2021-11-05,San Francisco,Daly City,32.8,0.038,92,Moderate,2021,11
2021-11-05,Napa,Napa,47.1,0.046,115,Unhealthy for Sensitive Groups,2021,11
2021-11-08,Sonoma,Petaluma,24.8,0.043,82,Moderate,2021,11
2021-11-09,Sonoma,Santa Rosa,27.1,0.046,76,Moderate,2021,11
2021-11-11,Monterey,Monterey,16.2,0.047,74,Moderate,2021,11
2021-11-13,Alameda,Berkeley,23.1,0.024,74,Moderate,2021,11
2021-11-13,Sonoma,Santa Rosa,11.8,0.043,69,Moderate,2021,11
2021-11-13,Marin,San Rafael,29.9,0.022,107,Unhealthy for Sensitive Groups,2021,11
2021-11-13,San Francisco,Daly City,40.0,0.034,130,Unhealthy for Sensitive Groups,2021,11
2021-11-17,Napa,Napa,45.9,0.03,102,Unhealthy for Sensitive Groups,2021,11
2021-11-17,Marin,Mill Valley,16.0,0.04,81,Moderate,2021,11
2021-11-19,Kern,Ridgecrest,9.3,0.05,89,Moderate,2021,11
2021-11-19,San Francisco,San Francisco,31.3,0.048,97,Moderate,2021,11
2021-11-20,Kern,Bakersfield,22.2,0.025,108,Unhealthy for Sensitive Groups,2021,11
2021-11-21,Santa Clara,Santa Clara,28.9,0.043,73,Moderate,2021,11
2021-11-21,Shasta,Redding,38.3,0.022,93,Moderate,2021,11
2021-11-22,Santa Clara,Santa Clara,38.9,0.039,126,Unhealthy for Sensitive Groups,2021,11
2021-11-22,Los Angeles,Los Angeles,28.2,0.042,114,Unhealthy for Sensitive Groups,2021,11
2021-11-22,Kern,Ridgecrest,44.7,0.037,170,Unhealthy,2021,11
2021-11-23,San Francisco,San Francisco,22.8,0.054,74,Moderate,2021,11
2021-11-25,Santa Clara,Santa Clara,45.6,0.024,110,Unhealthy for Sensitive Groups,2021,11
2021-11-26,Kern,Bakersfield,38.6,0.044,123,Unhealthy for Sensitive Groups,2021,11
2021-11-26,Sonoma,Santa Rosa,47.8,0.029,113,Unhealthy for Sensitive Groups,2021,11
2021-11-26,Riverside,Palm Springs,18.6,0.035,82,Moderate,2021,11
2021-11-27,Sonoma,Petaluma,21.1,0.028,82,Moderate,2021,11
2021-11-27,Sacramento,Sacramento,51.4,0.046,140,Unhealthy for Sensitive Groups,2021,11
2021-11-28,San Diego,San Diego,41.7,0.052,112,Unhealthy for Sensitive Groups,2021,11
2021-11-28,Sonoma,Petaluma,45.2,0.031,109,Unhealthy for Sensitive Groups,2021,11
2021-11-30,Napa,Napa,53.4,0.05,121,Unhealthy for Sensitive Groups,2021,11
2021-11-30,San Diego,Chula Vista,21.5,0.026,79,Moderate,2021,11
2021-12-02,Marin,Mill Valley,19.4,0.039,74,Moderate,2021,12
2021-12-03,Sonoma,Santa Rosa,42.1,0.028,127,Unhealthy for Sensitive Groups,2021,12
2021-12-03,Fresno,Clovis,53.6,0.036,153,Unhealthy,2021,12
2021-12-04,Los Angeles,Pasadena,46.4,0.055,161,Unhealthy,2021,12
2021-12-04,San Francisco,San Francisco,18.7,0.031,76,Moderate,2021,12
2021-12-05,Napa,Napa,50.9,0.038,130,Unhealthy for Sensitive Groups,2021,12
2021-12-05,San Bernardino,Ontario,8.9,0.024,116,Unhealthy for Sensitive Groups,2021,12
2021-12-05,Monterey,Salinas,15.0,0.036,62,Moderate,2021,12
2021-12-05,Sonoma,Petaluma,8.4,0.03,75,Moderate,2021,12
2021-12-06,Los Angeles,Long Beach,40.9,0.039,129,Unhealthy for Sensitive Groups,2021,12
2021-12-06,Kern,Ridgecrest,15.7,0.051,93,Moderate,2021,12
2021-12-06,San Diego,Chula Vista,35.9,0.021,102,Unhealthy for Sensitive Groups,2021,12
2021-12-07,Napa,Napa,28.2,0.03,109,Unhealthy for Sensitive Groups,2021,12
2021-12-07,Sonoma,Santa Rosa,54.9,0.037,130,Unhealthy for Sensitive Groups,2021,12
2021-12-10,Sonoma,Santa Rosa,51.4,0.043,137,Unhealthy for Sensitive Groups,2021,12
2021-12-11,Sacramento,Elk Grove,32.6,0.047,94,Moderate,2021,12
2021-12-11,San Francisco,Daly City,30.7,0.041,110,Unhealthy for Sensitive Groups,2021,12
2021-12-12,San Bernardino,Ontario,30.6,0.028,115,Unhealthy for Sensitive Groups,2021,12
2021-12-13,Marin,Mill Valley,27.7,0.04,83,Moderate,2021,12
2021-12-14,Napa,Napa,28.1,0.053,102,Unhealthy for Sensitive Groups,2021,12
2021-12-14,Kern,Ridgecrest,49.1,0.029,169,Unhealthy,2021,12
2021-12-15,Alameda,Berkeley,34.3,0.053,98,Moderate,2021,12
2021-12-15,Marin,Mill Valley,46.0,0.04,139,Unhealthy for Sensitive Groups,2021,12
2021-12-16,Sacramento,Sacramento,52.3,0.037,142,Unhealthy for Sensitive Groups,2021,12
2021-12-18,Kern,Bakersfield,22.1,0.043,134,Unhealthy for Sensitive Groups,2021,12
2021-12-20,Sacramento,Elk Grove,29.0,0.045,95,Moderate,2021,12
2021-12-22,Santa Clara,Sunnyvale,46.9,0.035,121,Unhealthy for Sensitive Groups,2021,12
2021-12-25,Sacramento,Sacramento,43.1,0.02,106,Unhealthy for Sensitive Groups,2021,12
2021-12-27,Riverside,Riverside,45.5,0.032,136,Unhealthy for Sensitive Groups,2021,12
2021-12-28,Marin,Mill Valley,20.0,0.023,92,Moderate,2021,12
2021-12-28,Sacramento,Elk Grove,27.8,0.045,99,Moderate,2021,12
2021-12-29,Sonoma,Santa Rosa,26.6,0.022,88,Moderate,2021,12
2021-12-29,Los Angeles,Los Angeles,38.3,0.045,128,Unhealthy for Sensitive Groups,2021,12
2021-12-31,Fresno,Fresno,43.3,0.054,161,Unhealthy,2021,12
2022-01-01,Alameda,Berkeley,39.8,0.026,121,Unhealthy for Sensitive Groups,2022,1
2022-01-02,Napa,Napa,19.5,0.028,82,Moderate,2022,1
2022-01-03,Sacramento,Sacramento,45.1,0.028,117,Unhealthy for Sensitive Groups,2022,1
2022-01-04,Riverside,Palm Springs,44.4,0.037,102,Unhealthy for Sensitive Groups,2022,1
2022-01-04,San Diego,San Diego,21.9,0.043,67,Moderate,2022,1
2022-01-05,Shasta,Redding,39.3,0.049,120,Unhealthy for Sensitive Groups,2022,1
2022-01-05,Monterey,Monterey,50.4,0.03,137,Unhealthy for Sensitive Groups,2022,1
2022-01-07,Marin,Mill Valley,45.7,0.031,105,Unhealthy for Sensitive Groups,2022,1
2022-01-07,Los Angeles,Pasadena,49.1,0.054,158,Unhealthy,2022,1
2022-01-09,San Bernardino,San Bernardino,51.9,0.025,178,Unhealthy,2022,1
2022-01-09,Riverside,Riverside,34.2,0.053,107,Unhealthy for Sensitive Groups,2022,1
2022-01-09,Los Angeles,Long Beach,47.9,0.05,144,Unhealthy for Sensitive Groups,2022,1
2022-01-12,Kern,Bakersfield,34.0,0.023,148,Unhealthy for Sensitive Groups,2022,1
2022-01-12,Marin,San Rafael,34.2,0.054,88,Moderate,2022,1
2022-01-13,Fresno,Fresno,30.3,0.033,129,Unhealthy for Sensitive Groups,2022,1
2022-01-13,San Diego,Chula Vista,9.7,0.037,82,Moderate,2022,1
2022-01-14,San Francisco,Daly City,32.1,0.046,88,Moderate,2022,1
2022-01-14,Sacramento,Elk Grove,53.6,0.027,150,Unhealthy for Sensitive Groups,2022,1
2022-01-15,Monterey,Monterey,28.3,0.053,93,Moderate,2022,1
2022-01-15,San Bernardino,San Bernardino,25.5,0.03,129,Unhealthy for Sensitive Groups,2022,1
2022-01-17,Los Angeles,Pasadena,42.4,0.023,146,Unhealthy for Sensitive Groups,2022,1
2022-01-18,Monterey,Monterey,33.1,0.054,84,Moderate,2022,1
2022-01-18,Kern,Bakersfield,25.2,0.043,106,Unhealthy for Sensitive Groups,2022,1
2022-01-19,Riverside,Palm Springs,27.4,0.025,71,Moderate,2022,1
2022-01-19,Shasta,Redding,29.1,0.045,100,Moderate,2022,1
2022-01-20,Marin,Mill Valley,40.8,0.026,97,Moderate,2022,1
2022-01-22,Alameda,Fremont,13.4,0.03,64,Moderate,2022,1
2022-01-22,San Francisco,Daly City,49.4,0.025,112,Unhealthy for Sensitive Groups,2022,1
2022-01-22,Monterey,Salinas,8.5,0.024,49,Good,2022,1
2022-01-23,Marin,San Rafael,15.4,0.047,89,Moderate,2022,1
2022-01-24,San Francisco,Daly City,39.6,0.044,126,Unhealthy for Sensitive Groups,2022,1
2022-01-24,Sonoma,Santa Rosa,29.2,0.044,103,Unhealthy for Sensitive Groups,2022,1
2022-01-26,Shasta,Redding,21.4,0.035,96,Moderate,2022,1
2022-01-27,Monterey,Salinas,46.0,0.029,114,Unhealthy for Sensitive Groups,2022,1
2022-01-27,Riverside,Palm Springs,16.7,0.04,57,Moderate,2022,1
2022-01-28,San Francisco,Daly City,52.0,0.036,122,Unhealthy for Sensitive Groups,2022,1
2022-01-28,Monterey,Monterey,46.2,0.021,118,Unhealthy for Sensitive Groups,2022,1
2022-01-29,Santa Clara,Sunnyvale,39.5,0.046,123,Unhealthy for Sensitive Groups,2022,1
2022-01-29,Shasta,Redding,22.7,0.022,78,Moderate,2022,1
2022-01-29,Santa Clara,Santa Clara,14.2,0.051,53,Moderate,2022,1
2022-01-30,Santa Clara,Santa Clara,13.1,0.028,50,Good,2022,1
2022-01-30,Fresno,Clovis,29.8,0.048,130,Unhealthy for Sensitive Groups,2022,1
2022-02-01,Santa Clara,Santa Clara,29.5,0.046,111,Unhealthy for Sensitive Groups,2022,2
2022-02-01,San Diego,Chula Vista,40.3,0.053,95,Moderate,2022,2
2022-02-03,San Francisco,San Francisco,40.6,0.038,116,Unhealthy for Sensitive Groups,2022,2
2022-02-03,Napa,Napa,33.4,0.026,95,Moderate,2022,2
2022-02-05,Napa,Napa,54.7,0.033,136,Unhealthy for Sensitive Groups,2022,2
2022-02-06,Los Angeles,Los Angeles,31.4,0.027,136,Unhealthy for Sensitive Groups,2022,2
2022-02-07,Alameda,Fremont,28.3,0.044,96,Moderate,2022,2
2022-02-07,Alameda,Fremont,12.8,0.037,85,Moderate,2022,2
2022-02-07,San Francisco,San Francisco,38.8,0.044,108,Unhealthy for Sensitive Groups,2022,2
2022-02-07,Kern,Bakersfield,44.0,0.052,147,Unhealthy for Sensitive Groups,2022,2
2022-02-08,Marin,San Rafael,49.9,0.023,141,Unhealthy for Sensitive Groups,2022,2
2022-02-09,Los Angeles,Pasadena,47.9,0.045,142,Unhealthy for Sensitive Groups,2022,2
2022-02-09,San Bernardino,Ontario,53.7,0.028,170,Unhealthy,2022,2
2022-02-11,Los Angeles,Long Beach,39.7,0.041,128,Unhealthy for Sensitive Groups,2022,2
2022-02-11,San Francisco,Daly City,50.8,0.046,130,Unhealthy for Sensitive Groups,2022,2
2022-02-12,Kern,Bakersfield,26.0,0.024,104,Unhealthy for Sensitive Groups,2022,2
2022-02-12,Sonoma,Santa Rosa,42.5,0.044,120,Unhealthy for Sensitive Groups,2022,2
2022-02-16,Sacramento,Elk Grove,20.7,0.052,96,Moderate,2022,2
2022-02-16,Sacramento,Elk Grove,27.9,0.038,97,Moderate,2022,2
2022-02-17,San Francisco,San Francisco,12.5,0.05,86,Moderate,2022,2
2022-02-17,Santa Clara,Sunnyvale,13.8,0.029,59,Moderate,2022,2
2022-02-18,Santa Clara,Santa Clara,10.1,0.026,66,Moderate,2022,2
2022-02-19,Kern,Ridgecrest,54.7,0.039,176,Unhealthy,2022,2
2022-02-19,San Francisco,San Francisco,14.8,0.043,64,Moderate,2022,2
2022-02-19,Monterey,Salinas,17.6,0.034,90,Moderate,2022,2
2022-02-19,Monterey,Salinas,24.2,0.034,78,Moderate,2022,2
2022-02-20,Sacramento,Elk Grove,21.4,0.043,89,Moderate,2022,2
2022-02-22,Napa,Napa,44.8,0.033,131,Unhealthy for Sensitive Groups,2022,2
2022-02-22,Alameda,Fremont,27.1,0.035,83,Moderate,2022,2
2022-02-22,Alameda,Berkeley,9.2,0.035,59,Moderate,2022,2
2022-02-24,Los Angeles,Long Beach,19.1,0.046,114,Unhealthy for Sensitive Groups,2022,2
2022-02-24,Shasta,Redding,29.2,0.05,101,Unhealthy for Sensitive Groups,2022,2
2022-02-25,Monterey,Salinas,43.5,0.025,100,Moderate,2022,2
2022-02-25,San Bernardino,San Bernardino,39.1,0.03,147,Unhealthy for Sensitive Groups,2022,2
2022-02-26,San Bernardino,San Bernardino,11.9,0.045,115,Unhealthy for Sensitive Groups,2022,2
2022-02-28,San Bernardino,San Bernardino,21.3,0.027,109,Unhealthy for Sensitive Groups,2022,2
2022-03-02,Sonoma,Petaluma,23.9,0.027,96,Moderate,2022,3
2022-03-02,Fresno,Fresno,10.3,0.05,93,Moderate,2022,3
2022-03-04,Riverside,Riverside,25.6,0.036,80,Moderate,2022,3
2022-03-07,San Diego,Chula Vista,11.0,0.039,65,Moderate,2022,3
2022-03-10,San Francisco,San Francisco,49.0,0.022,127,Unhealthy for Sensitive Groups,2022,3
2022-03-10,Monterey,Monterey,40.4,0.036,128,Unhealthy for Sensitive Groups,2022,3
2022-03-10,Alameda,Oakland,29.0,0.048,103,Unhealthy for Sensitive Groups,2022,3
2022-03-11,Marin,Mill Valley,15.4,0.024,87,Moderate,2022,3
2022-03-11,Alameda,Berkeley,11.4,0.045,65,Moderate,2022,3
2022-03-13,Shasta,Redding,16.6,0.052,75,Moderate,2022,3
2022-03-13,Sonoma,Petaluma,26.5,0.028,86,Moderate,2022,3
2022-03-15,Alameda,Oakland,54.6,0.046,130,Unhealthy for Sensitive Groups,2022,3
2022-03-16,Santa Clara,San Jose,43.7,0.043,104,Unhealthy for Sensitive Groups,2022,3
2022-03-17,Sacramento,Sacramento,25.5,0.055,103,Unhealthy for Sensitive Groups,2022,3
2022-03-18,Sonoma,Petaluma,36.7,0.046,123,Unhealthy for Sensitive Groups,2022,3
2022-03-18,Monterey,Monterey,25.6,0.053,74,Moderate,2022,3
2022-03-20,Santa Clara,San Jose,23.9,0.022,93,Moderate,2022,3
2022-03-20,Fresno,Fresno,40.8,0.049,161,Unhealthy,2022,3
2022-03-20,San Diego,Chula Vista,25.6,0.033,79,Moderate,2022,3
2022-03-21,Los Angeles,Pasadena,20.9,0.04,99,Moderate,2022,3
2022-03-21,Fresno,Fresno,23.6,0.042,121,Unhealthy for Sensitive Groups,2022,3
2022-03-22,Santa Clara,San Jose,31.6,0.028,82,Moderate,2022,3
2022-03-23,Kern,Ridgecrest,52.2,0.027,180,Unhealthy,2022,3
2022-03-25,Shasta,Redding,15.0,0.05,75,Moderate,2022,3
2022-03-26,Alameda,Oakland,53.5,0.03,150,Unhealthy for Sensitive Groups,2022,3
2022-03-26,Alameda,Fremont,42.6,0.05,100,Moderate,2022,3
2022-03-26,Fresno,Clovis,49.6,0.047,157,Unhealthy,2022,3
2022-03-27,Marin,Mill Valley,27.6,0.023,98,Moderate,2022,3
2022-03-27,Sonoma,Petaluma,14.1,0.033,86,Moderate,2022,3
2022-03-27,Alameda,Fremont,25.8,0.022,90,Moderate,2022,3
2022-03-28,Fresno,Fresno,39.7,0.049,128,Unhealthy for Sensitive Groups,2022,3
2022-03-29,Los Angeles,Long Beach,30.8,0.041,150,Unhealthy for Sensitive Groups,2022,3
2022-03-31,Napa,Napa,36.5,0.027,84,Moderate,2022,3
2022-04-01,Napa,Napa,20.6,0.027,96,Moderate,2022,4
2022-04-01,Marin,Mill Valley,27.2,0.042,78,Moderate,2022,4
2022-04-02,Fresno,Clovis,12.5,0.046,97,Moderate,2022,4
2022-04-03,Santa Clara,Santa Clara,11.9,0.039,86,Moderate,2022,4
2022-04-03,Fresno,Clovis,49.6,0.045,158,Unhealthy,2022,4
2022-04-05,Napa,Napa,32.2,0.03,101,Unhealthy for Sensitive Groups,2022,4
2022-04-07,Riverside,Palm Springs,47.7,0.047,105,Unhealthy for Sensitive Groups,2022,4
2022-04-10,Sonoma,Santa Rosa,8.7,0.027,43,Good,2022,4
2022-04-11,Kern,Ridgecrest,33.8,0.02,133,Unhealthy for Sensitive Groups,2022,4
2022-04-11,Fresno,Fresno,19.2,0.025,94,Moderate,2022,4
2022-04-12,Alameda,Fremont,45.1,0.03,102,Unhealthy for Sensitive Groups,2022,4
2022-04-13,Shasta,Redding,38.7,0.051,118,Unhealthy for Sensitive Groups,2022,4
2022-04-16,Santa Clara,San Jose,45.2,0.021,113,Unhealthy for Sensitive Groups,2022,4
2022-04-17,Monterey,Salinas,40.2,0.035,118,Unhealthy for Sensitive Groups,2022,4
2022-04-20,Marin,Mill Valley,23.0,0.049,68,Moderate,2022,4
2022-04-22,Shasta,Redding,22.3,0.046,103,Unhealthy for Sensitive Groups,2022,4
2022-04-22,Shasta,Redding,54.6,0.039,134,Unhealthy for Sensitive Groups,2022,4
2022-04-23,San Bernardino,Ontario,19.2,0.026,95,Moderate,2022,4
2022-04-23,Monterey,Salinas,35.2,0.043,102,Unhealthy for Sensitive Groups,2022,4
2022-04-24,Napa,Napa,14.5,0.042,55,Moderate,2022,4
2022-04-24,San Francisco,Daly City,9.7,0.039,49,Good,2022,4
2022-04-26,Napa,Napa,33.9,0.04,91,Moderate,2022,4
2022-04-26,Sacramento,Elk Grove,23.2,0.021,93,Moderate,2022,4
2022-04-26,Santa Clara,Santa Clara,19.2,0.029,68,Moderate,2022,4
2022-04-29,Monterey,Monterey,46.1,0.045,129,Unhealthy for Sensitive Groups,2022,4
2022-04-30,Alameda,Fremont,16.3,0.025,88,Moderate,2022,4
2022-04-30,Marin,San Rafael,19.7,0.051,86,Moderate,2022,4
2022-05-01,Riverside,Palm Springs,41.0,0.052,125,Unhealthy for Sensitive Groups,2022,5
2022-05-01,Napa,Napa,33.5,0.034,102,Unhealthy for Sensitive Groups,2022,5
2022-05-01,Riverside,Palm Springs,52.2,0.054,131,Unhealthy for Sensitive Groups,2022,5
2022-05-03,Shasta,Redding,51.7,0.024,121,Unhealthy for Sensitive Groups,2022,5
2022-05-04,Monterey,Monterey,19.3,0.025,77,Moderate,2022,5
2022-05-04,Napa,Napa,29.6,0.023,82,Moderate,2022,5
2022-05-05,Shasta,Redding,49.5,0.026,106,Unhealthy for Sensitive Groups,2022,5
2022-05-05,Sacramento,Sacramento,54.1,0.021,141,Unhealthy for Sensitive Groups,2022,5
2022-05-05,Santa Clara,Santa Clara,17.9,0.036,91,Moderate,2022,5
2022-05-07,Fresno,Clovis,27.0,0.046,142,Unhealthy for Sensitive Groups,2022,5
2022-05-07,Fresno,Fresno,47.0,0.024,174,Unhealthy,2022,5
2022-05-07,San Bernardino,Ontario,54.0,0.052,161,Unhealthy,2022,5
2022-05-08,Los Angeles,Pasadena,36.9,0.053,121,Unhealthy for Sensitive Groups,2022,5
2022-05-08,San Francisco,Daly City,32.6,0.053,79,Moderate,2022,5
2022-05-09,San Diego,Chula Vista,29.3,0.026,92,Moderate,2022,5
2022-05-09,Los Angeles,Los Angeles,38.0,0.042,126,Unhealthy for Sensitive Groups,2022,5
2022-05-09,San Diego,San Diego,31.1,0.022,85,Moderate,2022,5
2022-05-09,Kern,Bakersfield,46.6,0.031,161,Unhealthy,2022,5
2022-05-10,Los Angeles,Long Beach,33.0,0.031,139,Unhealthy for Sensitive Groups,2022,5
2022-05-14,San Diego,San Diego,24.2,0.054,106,Unhealthy for Sensitive Groups,2022,5
2022-05-15,Riverside,Riverside,21.8,0.052,95,Moderate,2022,5
2022-05-15,Alameda,Oakland,31.3,0.026,83,Moderate,2022,5
2022-05-16,San Bernardino,San Bernardino,53.9,0.043,160,Unhealthy,2022,5
2022-05-20,Kern,Bakersfield,13.4,0.028,94,Moderate,2022,5
2022-05-20,San Bernardino,San Bernardino,12.8,0.049,99,Moderate,2022,5
2022-05-21,San Bernardino,Ontario,54.8,0.039,169,Unhealthy,2022,5
2022-05-21,Kern,Bakersfield,14.3,0.037,100,Moderate,2022,5
2022-05-21,Sonoma,Santa Rosa,33.0,0.037,85,Moderate,2022,5
2022-05-22,San Diego,Chula Vista,30.5,0.038,78,Moderate,2022,5
2022-05-23,Marin,Mill Valley,40.2,0.037,118,Unhealthy for Sensitive Groups,2022,5
2022-05-23,Shasta,Redding,8.8,0.027,46,Good,2022,5
2022-05-26,Shasta,Redding,13.7,0.027,72,Moderate,2022,5
2022-05-27,Santa Clara,San Jose,21.1,0.029,71,Moderate,2022,5
2022-05-30,Sonoma,Santa Rosa,29.2,0.028,94,Moderate,2022,5
2022-05-30,Shasta,Redding,54.8,0.054,121,Unhealthy for Sensitive Groups,2022,5
2022-05-31,Riverside,Palm Springs,46.3,0.05,137,Unhealthy for Sensitive Groups,2022,5
2022-05-31,Santa Clara,Santa Clara,46.8,0.031,115,Unhealthy for Sensitive Groups,2022,5
2022-06-01,Santa Clara,Santa Clara,20.2,0.043,77,Moderate,2022,6
2022-06-04,Marin,Mill Valley,30.3,0.06,82,Moderate,2022,6
2022-06-05,Sacramento,Sacramento,20.1,0.083,67,Moderate,2022,6
2022-06-05,San Bernardino,Ontario,24.9,0.056,128,Unhealthy for Sensitive Groups,2022,6
2022-06-07,San Diego,San Diego,34.4,0.078,87,Moderate,2022,6
2022-06-08,San Diego,Chula Vista,22.4,0.085,100,Moderate,2022,6
2022-06-09,San Francisco,Daly City,9.7,0.04,60,Moderate,2022,6
2022-06-09,Kern,Ridgecrest,26.5,0.086,109,Unhealthy for Sensitive Groups,2022,6
2022-06-09,Fresno,Fresno,12.5,0.071,112,Unhealthy for Sensitive Groups,2022,6
2022-06-12,Riverside,Palm Springs,20.4,0.06,72,Moderate,2022,6
2022-06-15,Fresno,Clovis,7.4,0.042,103,Unhealthy for Sensitive Groups,2022,6
2022-06-15,Alameda,Berkeley,33.7,0.053,85,Moderate,2022,6
2022-06-16,Shasta,Redding,31.4,0.064,78,Moderate,2022,6
2022-06-16,Riverside,Riverside,26.7,0.063,74,Moderate,2022,6
2022-06-18,Kern,Ridgecrest,8.7,0.074,103,Unhealthy for Sensitive Groups,2022,6
2022-06-18,Monterey,Salinas,5.3,0.083,70,Moderate,2022,6
2022-06-18,San Francisco,San Francisco,34.1,0.078,81,Moderate,2022,6
2022-06-19,San Bernardino,San Bernardino,10.0,0.044,97,Moderate,2022,6
2022-06-21,Fresno,Clovis,23.8,0.071,140,Unhealthy for Sensitive Groups,2022,6
2022-06-22,Shasta,Redding,18.7,0.09,85,Moderate,2022,6
2022-06-22,Sacramento,Elk Grove,17.7,0.07,83,Moderate,2022,6
2022-06-23,Kern,Bakersfield,26.5,0.045,108,Unhealthy for Sensitive Groups,2022,6
2022-06-24,San Francisco,Daly City,23.9,0.08,102,Unhealthy for Sensitive Groups,2022,6
2022-06-24,Shasta,Redding,25.9,0.082,101,Unhealthy for Sensitive Groups,2022,6
2022-06-26,Marin,San Rafael,29.2,0.083,79,Moderate,2022,6
2022-06-27,Shasta,Redding,20.2,0.08,92,Moderate,2022,6
2022-07-01,San Diego,San Diego,16.2,0.063,91,Moderate,2022,7
